1427.28	1429.36	
1429.51	1431.49	
1431.60	1433.39	
1433.55	1435.88	
1436.05	1438.43	
1438.61	1440.96	
1441.21	1442.71	
1442.88	1444.56	
1444.67	1446.37	
1446.47	1447.83	
1447.94	1449.76	
1449.76	1451.70	
1451.79	1453.39	
1453.55	1455.16	
1455.26	1457.17	
1457.17	1459.69	
1459.86	1461.99	
1462.15	1463.90	
1464.01	1465.84	
1466.05	1468.26	
1468.43	1470.84	
1470.84	1472.44	
1472.44	1474.74	
1475.02	1477.25	
1477.42	1479.88	
1480.07	1481.73	
1481.88	1483.48	
1483.70	1486.07	
1486.27	1488.01	
1488.18	1489.81	
1489.98	1491.84	
1492.00	1493.91	
1494.08	1496.72	
1496.79	1498.36	
1498.53	1500.52	
1500.63	1504.31	
1504.49	1506.27	
1506.43	1508.23	
1508.32	1510.03	
1510.30	1512.41	
1512.57	1514.29	
1514.51	1516.30	
1516.51	1518.96	
1518.96	1520.93	
1521.06	1522.78	
1522.94	1525.27	
1525.46	1528.00	
1528.17	1530.47	
1530.56	1532.33	
1532.33	1534.18	
1534.18	1535.83	
1535.94	1537.85	
1537.93	1539.54	
1539.70	1541.78	
1541.98	1544.27	
1544.50	1548.37	
1548.55	1550.33	
1550.33	1552.29	
1552.48	1554.92	
1555.01	1558.82	
1559.01	1560.73	
1560.83	1562.25	
1562.45	1563.80	
1563.91	1565.40	
1565.65	1567.44	
1567.61	1570.38	
1570.51	1572.35	
1572.51	1574.28	
1574.41	1576.13	
1576.13	1577.69	
1577.84	1580.18	
1580.33	1581.95	
1582.08	1584.02	
1584.18	1585.64	
1585.75	1587.70	
1587.80	1589.38	
1589.47	1591.68	
1591.84	1594.14	
1594.25	1595.63	
1595.82	1597.84	
1597.98	1599.48	
1599.56	1601.91	
1601.91	1603.76	
1603.93	1605.81	
1606.08	1607.69	
1607.80	1609.82	
1609.99	1611.93	
1612.06	1613.94	
1614.05	1615.80	
1615.91	1617.79	
1618.01	1620.66	
1620.83	1623.18	
1623.27	1625.72	
1625.91	1628.85	
1629.01	1630.57	
1630.71	1632.48	
1632.73	1634.43	
1634.58	1636.49	
1636.68	1638.12	
1638.26	1639.94	
1640.05	1641.76	
1641.94	1643.73	
1643.97	1645.59	
1645.80	1649.71	
1649.98	1651.89	
1652.08	1653.93	
1654.08	1656.34	
1656.57	1658.20	
1658.34	1660.04	
1660.18	1662.57	
1662.76	1664.42	
1664.64	1666.43	
1666.58	1668.15	
1668.37	1670.29	
1670.44	1671.96	
1672.10	1673.49	
1673.66	1675.24	
1675.45	1677.94	
1678.13	1679.61	
1679.82	1681.38	
1681.57	1683.01	
1683.31	1685.08	
1685.30	1687.05	
1687.16	1689.18	
1689.33	1691.08	
1691.24	1693.85	
1694.01	1695.92	
1696.01	1697.60	
1697.75	1700.07	
1700.31	1702.34	
1702.59	1704.30	
1704.53	1706.54	
1706.65	1708.48	
1708.65	1711.68	
1711.83	1713.48	
1713.63	1715.45	
1715.45	1717.58	
1717.82	1719.87	
1720.09	1721.94	
1722.09	1724.16	
1724.25	1725.76	
1726.01	1727.67	
1727.81	1729.96	
1730.18	1732.21	
1732.37	1734.00	
1734.18	1736.63	
1736.77	1739.31	
1739.43	1741.11	
1741.22	1743.05	
1743.22	1744.98	
1745.05	1746.68	
1746.89	1748.45	
1748.56	1750.32	
1750.51	1753.17	
1753.37	1755.88	
1755.99	1758.07	
1758.18	1759.89	
1760.08	1761.23	
1761.47	1763.55	
1763.68	1765.62	
1765.75	1767.63	
1767.84	1769.27	
1769.44	1771.09	
1771.09	1772.47	
1772.59	1774.33	
1774.44	1776.46	
1776.77	1778.43	
1778.56	1780.25	
1780.45	1782.07	
1782.25	1784.23	
1784.35	1786.72	
1786.97	1789.46	
1789.54	1791.89	
1792.11	1793.69	
1793.88	1795.87	
1796.02	1797.86	
1798.07	1799.75	
1799.92	1802.46	
1802.65	1804.31	
1804.59	1806.20	
1806.39	1808.98	
1809.13	1810.68	
1810.93	1812.59	
1812.78	1814.72	
1814.90	1816.48	
1816.62	1818.12	
1818.34	1820.49	
1820.69	1823.01	
1823.15	1825.63	
1825.75	1828.48	
1828.73	1831.16	
1831.39	1833.77	
1834.02	1836.83	
1837.03	1839.36	
1839.60	1841.87	
1842.07	1843.76	
1843.98	1845.60	
1845.78	1847.46	
1847.68	1849.21	
1849.34	1851.00	
1851.16	1852.80	
1852.97	1855.65	
1855.84	1857.95	
1858.16	1860.04	
1860.26	1862.06	
1862.26	1864.11	
1864.25	1865.88	
1866.07	1867.73	
1867.92	1869.73	
1869.94	1872.15	
1872.36	1873.92	
1874.15	1876.41	
1876.69	1878.36	
1878.55	1880.13	
1880.40	1882.14	
1882.34	1884.13	
1884.32	1886.15	
1886.38	1888.31	
1888.39	1890.58	
1890.93	1892.23	
1892.48	1894.18	
1894.40	1896.75	
1896.89	1898.87	
1899.13	1900.90	
1901.06	1902.64	
1902.80	1904.66	
1904.79	1906.71	
1906.82	1908.70	
1908.89	1910.55	
1910.72	1912.54	
1912.68	1915.50	
1915.83	1918.04	
1918.35	1919.89	
1920.04	1921.75	
1921.91	1923.72	
1923.96	1925.59	
1925.74	1928.22	
1928.36	1930.58	
1930.94	1932.23	
1932.51	1934.28	
1934.41	1936.08	
1936.18	1938.01	
1938.09	1939.95	
1940.05	1942.00	
1942.14	1943.74	
1943.87	1945.64	
1945.72	1947.39	
1947.39	1949.02	
1949.24	1950.74	
1950.99	1952.42	
1952.56	1954.41	
1954.66	1956.62	
1956.71	1958.75	
1958.86	1960.39	
1960.56	1962.32	
1962.46	1964.18	
1964.28	1966.05	
1966.20	1968.38	
1968.52	1970.07	
1970.17	1971.76	
1971.87	1973.63	
1973.78	1975.91	
1976.04	1977.89	
1977.97	1979.75	
1979.94	1982.24	
1982.38	1983.85	
1984.03	1985.69	
1985.86	1987.52	
1987.52	1989.15	
1989.27	1990.97	
1991.12	1992.92	
1993.08	1994.57	
1994.74	1996.35	
1996.53	1998.08	
1998.23	1999.89	
2000.05	2001.77	
2001.91	2003.65	
2003.86	2005.49	
2005.67	2007.96	
2008.15	2009.90	
2009.98	2011.70	
2011.89	2013.54	
2013.76	2015.35	
2015.53	2017.01	
2017.19	2018.85	
2019.02	2021.07	
2021.18	2023.00	
2023.26	2024.81	
2025.03	2027.27	
2027.43	2029.34	
2029.47	2031.39	
2031.55	2033.35	
2033.52	2035.25	
2035.36	2037.25	
2037.33	2039.40	
2039.62	2041.35	
2041.54	2045.43	
2045.61	2048.34	
2048.40	2050.78	
2051.10	2052.82	
2053.01	2054.98	
2055.11	2056.77	
2056.88	2058.66	
2058.98	2060.98	
2061.09	2062.97	
2062.97	2064.79	
2064.71	2066.95	
2067.17	2069.61	
2069.81	2072.21	
2072.34	2074.62	
2074.83	2077.27	
2077.43	2078.79	
2078.95	2081.06	
2081.19	2082.72	
2082.86	2084.98	
2085.10	2087.70	
2087.84	2090.24	
2090.46	2091.91	
2092.04	2093.87	
2094.11	2095.63	
2095.80	2097.55	
2097.71	2099.32	
2099.50	2101.19	
2101.39	2103.41	
2103.58	2105.23	
2105.46	2109.03	
2109.22	2110.98	
2110.98	2112.67	
2112.84	2115.03	
